$t$ / s;$U_A1$ / V;$U_B1$ / V
110,8;-0,343;2,63
110,9;-0,393;2,57
111;-0,419;2,5
111,1;-0,419;2,42
111,2;-0,396;2,35
111,3;-0,348;2,29
111,4;-0,28;2,26
111,5;-0,201;2,24
111,6;-0,117;2,25
111,7;-0,046;2,28
111,8;0,012;2,34
111,9;0,057;2,41
112;0,072;2,48
112,1;0,063;2,56
112,2;0,032;2,63
112,3;-0,024;2,68
112,4;-0,092;2,71
112,5;-0,168;2,72
112,6;-0,245;2,7
112,7;-0,314;2,66
112,8;-0,364;2,6
112,9;-0,397;2,53
113;-0,406;2,45
113,1;-0,382;2,37
113,2;-0,346;2,3
113,3;-0,288;2,25
113,4;-0,222;2,23
113,5;-0,148;2,23
113,6;-0,079;2,25
113,7;-0,018;2,3
113,8;0,024;2,38
113,9;0,049;2,46
114;0,046;2,54
114,1;0,025;2,62
114,2;-0,023;2,69
114,3;-0,081;2,73
114,4;-0,146;2,74
114,5;-0,217;2,73
114,6;-0,28;2,69
114,7;-0,331;2,63
114,8;-0,366;2,55
114,9;-0,376;2,47
115;-0,369;2,38
115,1;-0,342;2,3
115,2;-0,294;2,25
115,3;-0,234;2,21
115,4;-0,172;2,2
115,5;-0,105;2,22
115,6;-0,05;2,27
115,7;-0,012;2,34
115,8;0,016;2,43
115,9;0,023;2,52
116;0,006;2,61
116,1;-0,023;2,68
116,2;-0,072;2,73
116,3;-0,129;2,76
116,4;-0,19;2,76
116,5;-0,249;2,72
116,6;-0,3;2,66
116,7;-0,333;2,58
116,8;-0,349;2,49
116,9;-0,345;2,4
117;-0,324;2,31
117,1;-0,289;2,25
117,2;-0,241;2,2
117,3;-0,185;2,19
117,4;-0,133;2,2
117,5;-0,08;2,24
117,6;-0,04;2,31
117,7;-0,014;2,4
117,8;-0,007;2,49
117,9;-0,013;2,59
118;-0,038;2,68
118,1;-0,077;2,73
118,2;-0,124;2,77
118,3;-0,174;2,78
118,4;-0,224;2,75
118,5;-0,267;2,7
118,6;-0,299;2,62
118,7;-0,319;2,52
118,8;-0,322;2,42
118,9;-0,31;2,33
119;-0,283;2,25
119,1;-0,246;2,2
119,2;-0,202;2,18
119,3;-0,154;2,18
119,4;-0,108;2,22
119,5;-0,073;2,28
119,6;-0,048;2,37
119,7;-0,034;2,47
119,8;-0,04;2,57
119,9;-0,053;2,66
120;-0,081;2,73
120,1;-0,117;2,77
120,2;-0,159;2,79
120,3;-0,202;2,77
120,4;-0,238;2,72
120,5;-0,265;2,65
120,6;-0,285;2,55
120,7;-0,294;2,45
120,8;-0,287;2,35
120,9;-0,269;2,26
121;-0,244;2,2
121,1;-0,213;2,17
121,2;-0,169;2,17
121,3;-0,134;2,2
121,4;-0,102;2,26
121,5;-0,077;2,34
121,6;-0,065;2,44
121,7;-0,066;2,55
121,8;-0,072;2,64
121,9;-0,09;2,72
122;-0,117;2,77
122,1;-0,15;2,8
122,2;-0,183;2,79
122,3;-0,209;2,74
122,4;-0,237;2,67
122,5;-0,253;2,58
122,6;-0,263;2,48
122,7;-0,26;2,38
122,8;-0,252;2,28
122,9;-0,232;2,21
123;-0,213;2,17
123,1;-0,182;2,15
123,2;-0,153;2,18
123,3;-0,131;2,23
123,4;-0,108;2,31
123,5;-0,097;2,41
123,6;-0,092;2,52
123,7;-0,097;2,62
123,8;-0,104;2,71
123,9;-0,123;2,77
124;-0,143;2,8
124,1;-0,168;2,8
124,2;-0,188;2,77
124,3;-0,208;2,71
124,4;-0,22;2,61
124,5;-0,233;2,51
124,6;-0,233;2,41
124,7;-0,233;2,3
124,8;-0,222;2,22
124,9;-0,208;2,17
125;-0,19;2,15
125,1;-0,175;2,16
125,2;-0,155;2,21
125,3;-0,14;2,28
125,4;-0,128;2,38
125,5;-0,122;2,49
125,6;-0,124;2,6
125,7;-0,126;2,69
125,8;-0,134;2,76
125,9;-0,142;2,8
126;-0,155;2,81
126,1;-0,171;2,78
126,2;-0,186;2,73
126,3;-0,192;2,64
126,4;-0,201;2,54
126,5;-0,203;2,43
126,6;-0,203;2,33
126,7;-0,202;2,24
126,8;-0,199;2,18
126,9;-0,192;2,15
127;-0,181;2,15
127,1;-0,174;2,19
127,2;-0,168;2,26
127,3;-0,162;2,35
127,4;-0,157;2,46
127,5;-0,154;2,57
127,6;-0,15;2,66
127,7;-0,15;2,74
127,8;-0,149;2,79
127,9;-0,154;2,81
128;-0,154;2,8
128,1;-0,158;2,75
128,2;-0,163;2,67
128,3;-0,166;2,56
128,4;-0,169;2,46
128,5;-0,176;2,35
128,6;-0,181;2,26
128,7;-0,188;2,19
128,8;-0,193;2,16
128,9;-0,193;2,15
129;-0,194;2,18
129,1;-0,195;2,24
129,2;-0,192;2,33
129,3;-0,187;2,43
129,4;-0,182;2,54
129,5;-0,176;2,64
129,6;-0,169;2,72
129,7;-0,16;2,78
129,8;-0,155;2,81
129,9;-0,146;2,8
130;-0,14;2,76
130,1;-0,136;2,69
130,2;-0,138;2,59
130,3;-0,141;2,49
130,4;-0,152;2,38
130,5;-0,159;2,29
130,6;-0,171;2,21
130,7;-0,184;2,16
130,8;-0,196;2,15
130,9;-0,206;2,17
131;-0,215;2,23
131,1;-0,22;2,3
131,2;-0,219;2,4
131,3;-0,215;2,5
131,4;-0,199;2,61
131,5;-0,193;2,7
131,6;-0,175;2,77
131,7;-0,157;2,8
131,8;-0,139;2,8
131,9;-0,126;2,77
132;-0,112;2,71
132,1;-0,108;2,62
132,2;-0,108;2,52
132,3;-0,117;2,41
132,4;-0,132;2,31
132,5;-0,148;2,23
132,6;-0,169;2,18
132,7;-0,191;2,16
132,8;-0,212;2,17
132,9;-0,229;2,21
133;-0,244;2,28
133,1;-0,249;2,37
133,2;-0,248;2,48
133,3;-0,239;2,58
133,4;-0,22;2,67
133,5;-0,195;2,74
133,6;-0,17;2,79
133,7;-0,143;2,8
133,8;-0,118;2,77
133,9;-0,096;2,72
134;-0,08;2,64
134,1;-0,078;2,55
134,2;-0,084;2,44
134,3;-0,102;2,34
134,4;-0,125;2,26
134,5;-0,155;2,2
134,6;-0,186;2,17
134,7;-0,216;2,17
134,8;-0,241;2,2
134,9;-0,261;2,27
135;-0,273;2,35
135,1;-0,279;2,45
135,2;-0,268;2,55
135,3;-0,246;2,64
135,4;-0,218;2,72
135,5;-0,183;2,77
135,6;-0,147;2,79
135,7;-0,112;2,78
135,8;-0,079;2,73
135,9;-0,062;2,66
136;-0,053;2,57
136,1;-0,054;2,47
136,2;-0,071;2,37
136,3;-0,097;2,29
136,4;-0,134;2,22
136,5;-0,172;2,18
136,6;-0,214;2,18
136,7;-0,251;2,2
136,8;-0,28;2,25
136,9;-0,3;2,33
137;-0,308;2,42
137,1;-0,298;2,52
137,2;-0,276;2,61
137,3;-0,242;2,69
137,4;-0,201;2,75
137,5;-0,157;2,78
137,6;-0,113;2,77
137,7;-0,071;2,73
137,8;-0,043;2,67
137,9;-0,03;2,59
138;-0,027;2,5
138,1;-0,042;2,4
138,2;-0,068;2,32
138,3;-0,107;2,25
138,4;-0,155;2,2
138,5;-0,205;2,19
138,6;-0,253;2,2
138,7;-0,293;2,24
138,8;-0,318;2,31
138,9;-0,333;2,4
139;-0,326;2,49
139,1;-0,307;2,58
139,2;-0,272;2,66
139,3;-0,225;2,72
139,4;-0,174;2,75
139,5;-0,122;2,76
139,6;-0,071;2,73
139,7;-0,031;2,68
139,8;-0,01;2,61
139,9;0;2,52
140;-0,01;2,43
140,1;-0,037;2,35
140,2;-0,075;2,28
140,3;-0,134;2,23
140,4;-0,192;2,21
140,5;-0,248;2,21
140,6;-0,299;2,25
140,7;-0,336;2,3
140,8;-0,357;2,38
140,9;-0,358;2,46
141;-0,34;2,55
141,1;-0,302;2,63
141,2;-0,253;2,69
141,3;-0,192;2,73
141,4;-0,135;2,74
141,5;-0,074;2,73
141,6;-0,025;2,69
141,7;0,012;2,62
141,8;0,023;2,54
141,9;0,018;2,46
142;-0,007;2,38
142,1;-0,049;2,31
142,2;-0,11;2,25
142,3;-0,172;2,23
142,4;-0,24;2,22
142,5;-0,299;2,25
142,6;-0,344;2,3
142,7;-0,374;2,36
142,8;-0,381;2,44
142,9;-0,365;2,52
143;-0,333;2,6
143,1;-0,278;2,66
143,2;-0,216;2,71
143,3;-0,148;2,72
143,4;-0,081;2,71
143,5;-0,019;2,69
143,6;0,024;2,63
143,7;0,045;2,56
143,8;0,046;2,48
143,9;0,021;2,41
144;-0,023;2,34
144,1;-0,083;2,28
144,2;-0,154;2,25
144,3;-0,225;2,24
144,4;-0,292;2,26
144,5;-0,349;2,29
144,6;-0,39;2,35
144,7;-0,405;2,42
144,8;-0,395;2,5
144,9;-0,362;2,57
145;-0,308;2,63
145,1;-0,241;2,67
145,2;-0,161;2,7
145,3;-0,087;2,7
145,4;-0,021;2,67
145,5;0,03;2,63
145,6;0,055;2,57
145,7;0,066;2,5
145,8;0,047;2,43
145,9;0,008;2,37
146;-0,053;2,31
146,1;-0,132;2,28
146,2;-0,208;2,26
146,3;-0,285;2,27
146,4;-0,349;2,3
146,5;-0,395;2,35
146,6;-0,418;2,41
146,7;-0,418;2,47
146,8;-0,388;2,54
146,9;-0,337;2,6
147;-0,272;2,64
147,1;-0,191;2,67
147,2;-0,105;2,68
147,3;-0,033;2,66
147,4;0,03;2,62
147,5;0,067;2,58
147,6;0,085;2,52
147,7;0,073;2,45
147,8;0,034;2,39
147,9;-0,024;2,35
148;-0,103;2,31
148,1;-0,188;2,29
148,2;-0,272;2,29
148,3;-0,342;2,31
148,4;-0,399;2,35
148,5;-0,433;2,4
148,6;-0,436;2,46
148,7;-0,413;2,52
148,8;-0,365;2,57
148,9;-0,297;2,61
149;-0,213;2,64
149,1;-0,127;2,65
149,2;-0,045;2,64
149,3;0,029;2,62
149,4;0,075;2,57
149,5;0,097;2,53
149,6;0,093;2,48
149,7;0,061;2,42
149,8;0,006;2,37
149,9;-0,076;2,34
150;-0,165;2,31
150,1;-0,252;2,31
150,2;-0,335;2,33
150,3;-0,402;2,36
150,4;-0,44;2,4
150,5;-0,451;2,44
150,6;-0,436;2,49
150,7;-0,395;2,54
150,8;-0,329;2,58
150,9;-0,241;2,61
151;-0,15;2,62
151,1;-0,061;2,62
151,2;0,019;2,6
151,3;0,078;2,57
151,4;0,111;2,53
151,5;0,114;2,49
151,6;0,085;2,45
151,7;0,031;2,4
151,8;-0,048;2,37
151,9;-0,138;2,35
152;-0,232;2,34
152,1;-0,317;2,35
152,2;-0,391;2,37
152,3;-0,442;2,4
152,4;-0,464;2,44
152,5;-0,456;2,47
152,6;-0,418;2,51
152,7;-0,353;2,55
152,8;-0,271;2,58
152,9;-0,175;2,6
153;-0,079;2,6
153,1;0,004;2,59
153,2;0,074;2,57
153,3;0,114;2,54
153,4;0,126;2,5
153,5;0,104;2,46
153,6;0,053;2,43
153,7;-0,017;2,4
153,8;-0,11;2,38
153,9;-0,205;2,37
154;-0,301;2,37
154,1;-0,384;2,38
154,2;-0,442;2,4
154,3;-0,47;2,43
154,4;-0,471;2,45
154,5;-0,438;2,49
154,6;-0,378;2,52
154,7;-0,296;2,55
154,8;-0,203;2,56
154,9;-0,102;2,57
155;-0,01;2,57
155,1;0,064;2,55
155,2;0,111;2,53
155,3;0,135;2,51
155,4;0,122;2,48
155,5;0,076;2,45
155,6;0,006;2,43
155,7;-0,081;2,41
155,8;-0,178;2,4
155,9;-0,277;2,4
156;-0,364;2,4
156,1;-0,435;2,41
156,2;-0,474;2,43
156,3;-0,484;2,45
156,4;-0,46;2,47
156,5;-0,407;2,5
156,6;-0,325;2,52
156,7;-0,23;2,53
156,8;-0,133;2,54
156,9;-0,035;2,54
157;0,048;2,54
157,1;0,103;2,53
157,2;0,135;2,51
157,3;0,13;2,49
157,4;0,096;2,47
157,5;0,034;2,46
157,6;-0,056;2,44
157,7;-0,15;2,43
157,8;-0,253;2,42
157,9;-0,345;2,43
158;-0,42;2,43
158,1;-0,469;2,44
158,2;-0,484;2,45
158,3;-0,471;2,46
158,4;-0,423;2,48
158,5;-0,35;2,49
158,6;-0,259;2,5
158,7;-0,159;2,51
158,8;-0,056;2,51
158,9;0,031;2,51
159;0,098;2,51
159,1;0,135;2,51
159,2;0,141;2,5
159,3;0,114;2,49
159,4;0,054;2,48
159,5;-0,029;2,47
159,6;-0,126;2,46
159,7;-0,23;2,45
159,8;-0,324;2,45
159,9;-0,402;2,45
160;-0,46;2,45
160,1;-0,487;2,45
160,2;-0,481;2,45
160,3;-0,441;2,46
160,4;-0,374;2,46
160,5;-0,284;2,47
160,6;-0,186;2,48
160,7;-0,083;2,49
160,8;0,01;2,49
160,9;0,085;2,49
161;0,131;2,49
161,1;0,141;2,5
161,2;0,118;2,5
161,3;0,072;2,5
161,4;-0,004;2,5
161,5;-0,099;2,49
161,6;-0,2;2,49
161,7;-0,299;2,48
161,8;-0,385;2,47
161,9;-0,448;2,46
162;-0,483;2,45
162,1;-0,481;2,45
162,2;-0,452;2,45
162,3;-0,394;2,44
162,4;-0,314;2,44
162,5;-0,216;2,45
162,6;-0,111;2,45
162,7;-0,015;2,46
162,8;0,062;2,48
162,9;0,114;2,48
163;0,138;2,5
163,1;0,127;2,51
163,2;0,084;2,51
163,3;0,015;2,52
163,4;-0,07;2,52
163,5;-0,171;2,52
163,6;-0,268;2,51
163,7;-0,359;2,5
163,8;-0,432;2,48
163,9;-0,474;2,47
164;-0,484;2,45
164,1;-0,461;2,43
164,2;-0,411;2,42
164,3;-0,333;2,42
164,4;-0,241;2,42
164,5;-0,141;2,42
164,6;-0,044;2,43
164,7;0,037;2,45
164,8;0,096;2,46
164,9;0,128;2,49
165;0,13;2,5
165,1;0,097;2,52
165,2;0,033;2,54
165,3;-0,049;2,54
165,4;-0,146;2,55
165,5;-0,246;2,54
165,6;-0,338;2,53
165,7;-0,411;2,51
165,8;-0,459;2,48
165,9;-0,478;2,46
166;-0,466;2,43
166,1;-0,426;2,41
166,2;-0,354;2,4
166,3;-0,265;2,39
166,4;-0,17;2,39
166,5;-0,071;2,4
166,6;0,013;2,42
166,7;0,08;2,45
166,8;0,117;2,48
166,9;0,12;2,5
167;0,099;2,53
167,1;0,046;2,55
167,2;-0,03;2,57
167,3;-0,119;2,57
167,4;-0,215;2,57
167,5;-0,308;2,56
167,6;-0,384;2,54
167,7;-0,44;2,5
167,8;-0,466;2,47
167,9;-0,461;2,44
168;-0,431;2,41
168,1;-0,366;2,38
168,2;-0,283;2,36
168,3;-0,196;2,36
168,4;-0,101;2,37
168,5;-0,012;2,39
168,6;0,054;2,42
168,7;0,101;2,45
168,8;0,116;2,49
168,9;0,098;2,53
169;0,054;2,56
169,1;-0,015;2,59
169,2;-0,098;2,6
169,3;-0,187;2,6
169,4;-0,282;2,59
169,5;-0,36;2,56
169,6;-0,418;2,52
169,7;-0,449;2,48
169,8;-0,456;2,44
169,9;-0,427;2,4
170;-0,377;2,37
170,1;-0,303;2,34
170,2;-0,217;2,34
170,3;-0,126;2,34
170,4;-0,043;2,36
170,5;0,028;2,4
170,6;0,078;2,44
170,7;0,099;2,48
170,8;0,094;2,53
170,9;0,057;2,57
171;-0,002;2,6
171,1;-0,083;2,62
171,2;-0,168;2,63
171,3;-0,253;2,62
171,4;-0,33;2,58
171,5;-0,393;2,55
171,6;-0,43;2,5
171,7;-0,444;2,45
171,8;-0,423;2,4
171,9;-0,382;2,36
172;-0,32;2,33
172,1;-0,236;2,31
172,2;-0,148;2,31
172,3;-0,069;2,33
172,4;0,003;2,37
172,5;0,054;2,41
172,6;0,086;2,47
172,7;0,085;2,52
172,8;0,057;2,57
172,9;0,007;2,61
173;-0,062;2,64
173,1;-0,142;2,65
173,2;-0,223;2,64
173,3;-0,299;2,62
173,4;-0,363;2,58
173,5;-0,409;2,53
173,6;-0,426;2,46
173,7;-0,419;2,41
173,8;-0,383;2,36
173,9;-0,327;2,32
174;-0,257;2,29
174,1;-0,173;2,29
174,2;-0,094;2,3
174,3;-0,025;2,34
174,4;0,03;2,39
174,5;0,059;2,44
174,6;0,07;2,5
174,7;0,052;2,56
174,8;0,009;2,61
174,9;-0,049;2,65
175;-0,124;2,67
175,1;-0,201;2,67
175,2;-0,274;2,65
175,3;-0,338;2,61
175,4;-0,381;2,55
175,5;-0,402;2,49
175,6;-0,402;2,42
175,7;-0,378;2,36
175,8;-0,33;2,31
175,9;-0,268;2,28
176;-0,195;2,27
176,1;-0,123;2,28
176,2;-0,057;2,31
176,3;-0,003;2,36
176,4;0,037;2,42
176,5;0,05;2,49
176,6;0,037;2,56
176,7;0,008;2,62
176,8;-0,041;2,66
176,9;-0,104;2,69
177;-0,177;2,69
177,1;-0,246;2,68
177,2;-0,308;2,63
177,3;-0,355;2,57
177,4;-0,381;2,51
177,5;-0,386;2,43
177,6;-0,371;2,37
177,7;-0,333;2,31
177,8;-0,279;2,27
177,9;-0,219;2,25
178;-0,151;2,26
178,1;-0,083;2,28
178,2;-0,03;2,33
178,3;0,007;2,39
178,4;0,027;2,46
178,5;0,024;2,54
178,6;0,002;2,61
178,7;-0,042;2,66
178,8;-0,094;2,7
178,9;-0,155;2,71
179;-0,219;2,7
179,1;-0,278;2,66
179,2;-0,324;2,6
179,3;-0,353;2,53
179,4;-0,367;2,46
179,5;-0,359;2,38
179,6;-0,328;2,31
179,7;-0,281;2,26
179,8;-0,229;2,23
179,9;-0,169;2,23
180;-0,106;2,26
180,1;-0,056;2,3
180,2;-0,016;2,37
180,3;0,004;2,44
180,4;0,004;2,53
180,5;-0,012;2,6
180,6;-0,043;2,67
180,7;-0,088;2,71
180,8;-0,143;2,73
180,9;-0,198;2,72
181;-0,253;2,69
181,1;-0,295;2,63
181,2;-0,326;2,56
181,3;-0,341;2,48
181,4;-0,336;2,4
181,5;-0,316;2,32
181,6;-0,285;2,26
181,7;-0,236;2,22
181,8;-0,184;2,21
181,9;-0,132;2,23
182;-0,086;2,28
182,1;-0,048;2,34
182,2;-0,025;2,42
182,3;-0,018;2,5
182,4;-0,029;2,59
182,5;-0,053;2,66
182,6;-0,09;2,71
182,7;-0,132;2,74
182,8;-0,18;2,74
182,9;-0,227;2,72
183;-0,267;2,66
183,1;-0,296;2,59
183,2;-0,314;2,5
183,3;-0,314;2,41
183,4;-0,302;2,34
183,5;-0,276;2,27
183,6;-0,241;2,23
183,7;-0,198;2,21
183,8;-0,156;2,22
183,9;-0,109;2,25
184;-0,079;2,31
184,1;-0,058;2,39
184,2;-0,046;2,48
184,3;-0,051;2,56
184,4;-0,064;2,64
184,5;-0,092;2,71
184,6;-0,124;2,74
184,7;-0,165;2,75
184,8;-0,204;2,73
184,9;-0,24;2,69
185;-0,268;2,61
185,1;-0,286;2,53
185,2;-0,291;2,44
185,3;-0,282;2,35
185,4;-0,266;2,27
185,5;-0,238;2,22
185,6;-0,205;2,2
185,7;-0,17;2,2
185,8;-0,134;2,23
185,9;-0,103;2,28
186;-0,088;2,36
186,1;-0,074;2,45
186,2;-0,071;2,55
186,3;-0,08;2,63
186,4;-0,098;2,7
186,5;-0,12;2,75
186,6;-0,153;2,76
186,7;-0,184;2,75
186,8;-0,213;2,71
186,9;-0,237;2,64
187;-0,255;2,56
187,1;-0,262;2,46
187,2;-0,26;2,38
187,3;-0,253;2,29
187,4;-0,235;2,23
187,5;-0,211;2,19
187,6;-0,184;2,18
187,7;-0,158;2,21
187,8;-0,133;2,26
187,9;-0,113;2,34
188;-0,099;2,42
188,1;-0,094;2,53
188,2;-0,098;2,61
188,3;-0,114;2,69
188,4;-0,125;2,74
188,5;-0,143;2,77
188,6;-0,168;2,76
188,7;-0,192;2,73
188,8;-0,209;2,67
188,9;-0,226;2,58
189;-0,233;2,49
189,1;-0,239;2,39
189,2;-0,232;2,31
189,3;-0,221;2,24
189,4;-0,209;2,19
189,5;-0,192;2,18
189,6;-0,172;2,2
189,7;-0,156;2,24
189,8;-0,138;2,31
189,9;-0,13;2,4
190;-0,12;2,49
190,1;-0,12;2,59
190,2;-0,125;2,67
190,3;-0,135;2,74
190,4;-0,146;2,77
190,5;-0,162;2,77
190,6;-0,176;2,74
190,7;-0,186;2,69
190,8;-0,194;2,61
190,9;-0,207;2,52
191;-0,209;2,42
191,1;-0,209;2,33
191,2;-0,208;2,25
191,3;-0,201;2,2
191,4;-0,193;2,17
191,5;-0,185;2,18
191,6;-0,175;2,22
191,7;-0,166;2,29
191,8;-0,156;2,37
191,9;-0,152;2,47
192;-0,15;2,56
192,1;-0,144;2,65
192,2;-0,147;2,72
192,3;-0,152;2,76
192,4;-0,152;2,78
192,5;-0,16;2,76
192,6;-0,161;2,71
192,7;-0,169;2,63
192,8;-0,176;2,54
192,9;-0,181;2,45
193;-0,185;2,35
193,1;-0,187;2,27
193,2;-0,192;2,21
193,3;-0,195;2,18
193,4;-0,194;2,18
193,5;-0,193;2,21
193,6;-0,191;2,27
193,7;-0,185;2,35
193,8;-0,182;2,44
193,9;-0,176;2,54
194;-0,173;2,63
194,1;-0,164;2,71
194,2;-0,153;2,76
194,3;-0,15;2,78
194,4;-0,145;2,76
194,5;-0,142;2,72
194,6;-0,143;2,66
194,7;-0,146;2,57
194,8;-0,151;2,48
194,9;-0,155;2,37
195;-0,166;2,29
195,1;-0,177;2,23
195,2;-0,187;2,19
195,3;-0,195;2,18
195,4;-0,207;2,2
195,5;-0,21;2,25
195,6;-0,213;2,33
195,7;-0,211;2,42
195,8;-0,202;2,51
195,9;-0,195;2,61
196;-0,185;2,69
196,1;-0,171;2,74
196,2;-0,155;2,77
196,3;-0,141;2,77
196,4;-0,128;2,73
196,5;-0,123;2,67
196,6;-0,12;2,59
196,7;-0,12;2,5
196,8;-0,131;2,4
196,9;-0,141;2,31
197;-0,159;2,25
197,1;-0,178;2,2
197,2;-0,196;2,18
197,3;-0,213;2,2
197,4;-0,226;2,24
197,5;-0,236;2,31
197,6;-0,238;2,39
197,7;-0,233;2,49
197,8;-0,224;2,58
197,9;-0,206;2,66
198;-0,186;2,72
198,1;-0,162;2,76
198,2;-0,139;2,76
198,3;-0,122;2,74
198,4;-0,104;2,69
198,5;-0,096;2,61
198,6;-0,097;2,52
198,7;-0,103;2,43
198,8;-0,117;2,34
198,9;-0,138;2,26
199;-0,164;2,21
199,1;-0,19;2,19
199,2;-0,219;2,19
199,3;-0,24;2,23
199,4;-0,255;2,29
199,5;-0,264;2,37
199,6;-0,262;2,46
199,7;-0,251;2,55
199,8;-0,231;2,63
199,9;-0,209;2,7
200;-0,177;2,75
200,1;-0,141;2,76
200,2;-0,117;2,74
200,3;-0,09;2,7
200,4;-0,074;2,63
200,5;-0,067;2,55
200,6;-0,074;2,46
200,7;-0,091;2,37
200,8;-0,11;2,29
200,9;-0,143;2,23
201;-0,18;2,2
201,1;-0,214;2,2
201,2;-0,246;2,22
201,3;-0,277;2,28
201,4;-0,286;2,35
201,5;-0,287;2,43
201,6;-0,276;2,53
201,7;-0,256;2,61
201,8;-0,228;2,68
201,9;-0,19;2,73
202;-0,151;2,75
202,1;-0,111;2,74
202,2;-0,076;2,71
202,3;-0,055;2,65
202,4;-0,044;2,57
202,5;-0,045;2,49
202,6;-0,061;2,4
202,7;-0,09;2,32
202,8;-0,121;2,26
202,9;-0,165;2,22
203;-0,209;2,21
203,1;-0,248;2,23
203,2;-0,282;2,27
203,3;-0,303;2,34
203,4;-0,311;2,41
203,5;-0,304;2,5
203,6;-0,284;2,58
203,7;-0,247;2,65
203,8;-0,211;2,7
203,9;-0,165;2,73
204;-0,115;2,73
204,1;-0,077;2,7
204,2;-0,047;2,65
204,3;-0,025;2,59
204,4;-0,021;2,51
204,5;-0,035;2,42
204,6;-0,06;2,35
204,7;-0,099;2,29
204,8;-0,146;2,24
204,9;-0,196;2,22
205;-0,249;2,24
205,1;-0,288;2,27
205,2;-0,321;2,33
205,3;-0,336;2,4
205,4;-0,328;2,47
205,5;-0,315;2,56
205,6;-0,28;2,63
205,7;-0,232;2,68
205,8;-0,178;2,71
205,9;-0,127;2,72
206;-0,076;2,7
206,1;-0,033;2,65
206,2;-0,01;2,59
206,3;0,002;2,52
206,4;-0,008;2,45
206,5;-0,036;2,37
206,6;-0,076;2,31
206,7;-0,129;2,27
206,8;-0,184;2,25
206,9;-0,24;2,24
207;-0,296;2,27
207,1;-0,333;2,32
207,2;-0,355;2,39
207,3;-0,358;2,45
207,4;-0,345;2,53
207,5;-0,307;2,6
207,6;-0,258;2,65
207,7;-0,199;2,69
207,8;-0,138;2,7
207,9;-0,082;2,69
208;-0,031;2,66
208,1;0,001;2,6
208,2;0,022;2,54
208,3;0,015;2,47
208,4;-0,007;2,4
208,5;-0,049;2,34
208,6;-0,104;2,29
208,7;-0,17;2,26
208,8;-0,234;2,26
208,9;-0,291;2,28
209;-0,338;2,32
209,1;-0,367;2,37
209,2;-0,379;2,44
209,3;-0,366;2,5
209,4;-0,331;2,57
209,5;-0,286;2,63
209,6;-0,222;2,66
209,7;-0,155;2,68
209,8;-0,089;2,68
209,9;-0,031;2,65
210;0,01;2,61
210,1;0,036;2,55
210,2;0,037;2,49
210,3;0,016;2,43
210,4;-0,023;2,36
210,5;-0,082;2,32
210,6;-0,152;2,29
210,7;-0,219;2,28
210,8;-0,287;2,29
210,9;-0,344;2,32
211;-0,38;2,36
211,1;-0,396;2,42
211,2;-0,387;2,48
211,3;-0,358;2,54
211,4;-0,308;2,6
211,5;-0,243;2,64
211,6;-0,172;2,66
211,7;-0,098;2,66
211,8;-0,035;2,64
211,9;0,019;2,61
212;0,049;2,56
212,1;0,06;2,51
212,2;0,039;2,45
212,3;0,004;2,39
212,4;-0,055;2,35
212,5;-0,122;2,32
212,6;-0,2;2,3
212,7;-0,271;2,31
212,8;-0,335;2,33
212,9;-0,383;2,36
213;-0,408;2,41
213,1;-0,406;2,47
213,2;-0,38;2,52
213,3;-0,338;2,57
213,4;-0,271;2,61
213,5;-0,195;2,63
213,6;-0,118;2,64
213,7;-0,044;2,63
213,8;0,017;2,6
213,9;0,054;2,57
214;0,072;2,52
214,1;0,062;2,47
214,2;0,027;2,41
214,3;-0,026;2,37
214,4;-0,1;2,34
214,5;-0,181;2,33
214,6;-0,259;2,32
214,7;-0,328;2,34
214,8;-0,382;2,36
214,9;-0,417;2,4
215;-0,423;2,44
215,1;-0,405;2,5
215,2;-0,362;2,54
215,3;-0,297;2,57
215,4;-0,219;2,6
215,5;-0,137;2,61
215,6;-0,057;2,61
215,7;0,009;2,59
215,8;0,058;2,56
215,9;0,085;2,52
216;0,082;2,48
216,1;0,051;2,44
216,2;-0,005;2,4
216,3;-0,075;2,37
216,4;-0,158;2,35
216,5;-0,238;2,34
216,6;-0,318;2,35
216,7;-0,379;2,37
216,8;-0,416;2,4
216,9;-0,435;2,44
217;-0,425;2,48
217,1;-0,385;2,52
217,2;-0,325;2,55
217,3;-0,244;2,57
217,4;-0,16;2,59
217,5;-0,075;2,59
217,6;0;2,58
217,7;0,055;2,55
217,8;0,088;2,53
217,9;0,093;2,5
218;0,068;2,46
218,1;0,022;2,42
218,2;-0,047;2,4
218,3;-0,13;2,38
218,4;-0,217;2,38
218,5;-0,303;2,37
218,6;-0,372;2,39
218,7;-0,42;2,41
218,8;-0,443;2,43
218,9;-0,438;2,47
219;-0,405;2,5
219,1;-0,347;2,53
219,2;-0,276;2,55
219,3;-0,184;2,56
219,4;-0,094;2,56
219,5;-0,014;2,56
219,6;0,049;2,55
219,7;0,089;2,53
219,8;0,103;2,5
219,9;0,085;2,47
220;0,044;2,45
220,1;-0,021;2,43
220,2;-0,105;2,4
220,3;-0,197;2,4
220,4;-0,282;2,4
220,5;-0,356;2,4
220,6;-0,416;2,42
220,7;-0,446;2,43
220,8;-0,447;2,46
220,9;-0,422;2,48
221;-0,371;2,5
221,1;-0,299;2,52
